slug,title,category,date,word_count,thin_flag,duplicate_cluster_id,cannibalization_group,internal_link_count,boilerplate_ratio,demand,label,reason
australia-visa-processing-time-from-india-how-long-it-really-takes-2026,Australia Visa Processing Time from India: How Long It Really Takes (2026),Visa Guides,2026-06-15,1455,,dup-003,cnb-001,3,0.033,high,DEEPEN,"high-demand route in template family dup-003 (n=97); rebuild as unique page, keep keyword"
australia-visa-processing-time-from-nigeria-how-long-it-really-takes-2026,Australia Visa Processing Time from Nigeria: How Long It Really Takes (2026),Visa Guides,2026-06-15,1454,,dup-003,,3,0.033,high,DEEPEN,"high-demand route in template family dup-003 (n=97); rebuild as unique page, keep keyword"
australia-visa-processing-time-from-pakistan-how-long-it-really-takes-2026,Australia Visa Processing Time from Pakistan: How Long It Really Takes (2026),Visa Guides,2026-06-15,1454,,dup-003,,3,0.033,high,DEEPEN,"high-demand route in template family dup-003 (n=97); rebuild as unique page, keep keyword"
australia-visa-processing-time-from-philippines-how-long-it-really-takes-2026,Australia Visa Processing Time from Philippines: How Long It Really Takes (2026),Visa Guides,2026-06-15,1454,,dup-003,,3,0.033,high,DEEPEN,"high-demand route in template family dup-003 (n=97); rebuild as unique page, keep keyword"
australia-visa-refused-how-to-reapply-successfully-step-by-step,Australia Visa Refused? How to Reapply Successfully (Step-by-Step),Visa Guides,2026-06-15,1461,,dup-015,,7,0.37,high,DEEPEN,"high-demand route in template family dup-015 (n=15); rebuild as unique page, keep keyword"
australia-visa-rule-changes-in-2026-what-travelers-need-to-know,Australia Visa Rule Changes in 2026: What Travelers Need to Know,Visa Guides,2026-06-15,1478,,dup-008,,9,0.363,high,DEEPEN,"high-demand route in template family dup-008 (n=38); rebuild as unique page, keep keyword"
australia-vs-new-zealand-visa-for-bangladesh-which-is-easier-to-get-2026,Australia vs New Zealand Visa for Bangladesh: Which Is Easier to Get? (2026),Visa Guides,2026-06-15,1441,,dup-004,,6,0.032,high,DEEPEN,"high-demand route in template family dup-004 (n=72); rebuild as unique page, keep keyword"
australia-vs-new-zealand-visa-for-india-which-is-easier-to-get-2026,Australia vs New Zealand Visa for India: Which Is Easier to Get? (2026),Visa Guides,2026-06-15,1456,,dup-004,,7,0.092,high,DEEPEN,"high-demand route in template family dup-004 (n=72); rebuild as unique page, keep keyword"
australia-vs-new-zealand-visa-for-nigeria-which-is-easier-to-get-2026,Australia vs New Zealand Visa for Nigeria: Which Is Easier to Get? (2026),Visa Guides,2026-06-15,1441,,dup-004,,6,0.032,high,DEEPEN,"high-demand route in template family dup-004 (n=72); rebuild as unique page, keep keyword"
australia-vs-new-zealand-visa-for-pakistan-which-is-easier-to-get-2026,Australia vs New Zealand Visa for Pakistan: Which Is Easier to Get? (2026),Visa Guides,2026-06-15,1456,,dup-004,,7,0.092,high,DEEPEN,"high-demand route in template family dup-004 (n=72); rebuild as unique page, keep keyword"
australia-vs-new-zealand-visa-for-philippines-which-is-easier-to-get-2026,Australia vs New Zealand Visa for Philippines: Which Is Easier to Get? (2026),Visa Guides,2026-06-15,1441,,dup-004,,6,0.032,high,DEEPEN,"high-demand route in template family dup-004 (n=72); rebuild as unique page, keep keyword"
australia-work-visa-guide-indians-2026,Australia Work Visa for Indians 2026: Complete Guide & Requirements,Australia,2026-05-05,1118,,,,0,0.0,high,KEEP,"unique, 1118w, high-demand, 0% boilerplate; reasonable depth — leave as-is"
austria-travel-guide-2026-visa-budget-best-time-to-visit-itinerary,"Austria Travel Guide 2026: Visa, Budget, Best Time & Itinerary",Country Guides,2026-06-15,1611,,dup-005,,4,0.065,low,CUT,"templated doorway in dup-005 (n=44 near-dupes), low-demand; noindex + remove/redirect"
austria-visa-processing-time-from-india-how-long-it-really-takes-2026,Austria Visa Processing Time from India: How Long It Really Takes (2026),Visa Guides,2026-06-15,1449,,dup-003,,3,0.054,med,CUT,"templated doorway in dup-003 (n=97 near-dupes), med-demand; noindex + remove/redirect"
austria-visa-rule-changes-in-2026-what-travelers-need-to-know,Austria Visa Rule Changes in 2026: What Travelers Need to Know,Visa Guides,2026-06-15,1484,,dup-008,,9,0.375,low,CUT,"templated doorway in dup-008 (n=38 near-dupes), low-demand; noindex + remove/redirect"
azerbaijan-travel-guide-2026-visa-budget-best-time-to-visit-itinerary,"Azerbaijan Travel Guide 2026: Visa, Budget, Best Time & Itinerary",Country Guides,2026-06-15,1590,,dup-005,,4,0.046,low,CUT,"templated doorway in dup-005 (n=44 near-dupes), low-demand; noindex + remove/redirect"
azerbaijan-visa-processing-time-from-india-how-long-it-really-takes-2026,Azerbaijan Visa Processing Time from India: How Long It Really Takes (2026),Visa Guides,2026-06-15,1425,,dup-003,,3,0.033,med,CUT,"templated doorway in dup-003 (n=97 near-dupes), med-demand; noindex + remove/redirect"
azerbaijan-visa-rule-changes-in-2026-what-travelers-need-to-know,Azerbaijan Visa Rule Changes in 2026: What Travelers Need to Know,Visa Guides,2026-06-15,1472,,dup-008,,9,0.366,low,CUT,"templated doorway in dup-008 (n=38 near-dupes), low-demand; noindex + remove/redirect"
bahrain-travel-guide-2026-visa-budget-best-time-to-visit-itinerary,"Bahrain Travel Guide 2026: Visa, Budget, Best Time & Itinerary",Country Guides,2026-06-15,1573,,dup-005,,4,0.047,low,CUT,"templated doorway in dup-005 (n=44 near-dupes), low-demand; noindex + remove/redirect"
baku-travel-guide-top-things-to-do-costs-visa-tips-2026,"Baku Travel Guide 2026: Top Things to Do, Costs & Visa Tips",Country Guides,2026-06-15,1539,,dup-019,,4,0.047,low,CUT,"templated doorway in dup-019 (n=10 near-dupes), low-demand; noindex + remove/redirect"
bali-travel-guide-top-things-to-do-costs-visa-tips-2026,"Bali Travel Guide 2026: Top Things to Do, Costs & Visa Tips",Country Guides,2026-06-15,1487,,dup-028,,4,0.019,low,DEEPEN,canonical of small near-dup cluster dup-028 (n=3); expand into the one page
bangkok-travel-guide-top-things-to-do-costs-visa-tips-2026,"Bangkok Travel Guide 2026: Top Things to Do, Costs & Visa Tips",Country Guides,2026-06-15,1446,,dup-022,,3,0.026,low,CUT,"templated doorway in dup-022 (n=6 near-dupes), low-demand; noindex + remove/redirect"
bangladesh-to-australia-visa-requirements-2026,Bangladesh to Australia Visa: Requirements & How to Apply (2026),Visa Guides,2026-06-15,1347,,dup-032,cnb-002,8,0.015,high,MERGE,exact-target duplicate (cnb-002); redirect into canonical sibling
bangladesh-to-australia-visa-requirements-how-to-apply-2026,Bangladesh to Australia Visa: Requirements & How to Apply (2026),Visa Guides,2026-06-15,1392,,dup-001,cnb-002,5,0.898,high,CUT,"templated doorway in dup-001 (n=284 near-dupes), high-demand, 90% boilerplate; noindex + remove/redirect"
bangladesh-to-austria-visa-schengen-requirements-how-to-apply-2026,Bangladesh to Austria Visa (Schengen): Requirements & How to Apply (2026),Visa Guides,2026-06-15,1432,,dup-001,,5,0.882,high,CUT,"templated doorway in dup-001 (n=284 near-dupes), high-demand, 88% boilerplate; noindex + remove/redirect"
bangladesh-to-azerbaijan-visa-requirements-how-to-apply-2026,Bangladesh to Azerbaijan Visa: Requirements & How to Apply (2026),Visa Guides,2026-06-15,1459,,dup-001,,5,0.854,med,CUT,"templated doorway in dup-001 (n=284 near-dupes), med-demand, 85% boilerplate; noindex + remove/redirect"
bangladesh-to-bahrain-visa-requirements-how-to-apply-2026,Bangladesh to Bahrain Visa: Requirements & How to Apply (2026),Visa Guides,2026-06-15,1420,,dup-001,,5,0.831,med,CUT,"templated doorway in dup-001 (n=284 near-dupes), med-demand, 83% boilerplate; noindex + remove/redirect"
bangladesh-to-belgium-visa-schengen-requirements-how-to-apply-2026,Bangladesh to Belgium Visa (Schengen): Requirements & How to Apply (2026),Visa Guides,2026-06-15,1456,,dup-001,,5,0.83,high,CUT,"templated doorway in dup-001 (n=284 near-dupes), high-demand, 83% boilerplate; noindex + remove/redirect"
bangladesh-to-canada-visa-requirements-how-to-apply-2026,Bangladesh to Canada Visa: Requirements & How to Apply (2026),Visa Guides,2026-06-15,1467,,dup-001,,5,0.847,high,CUT,"templated doorway in dup-001 (n=284 near-dupes), high-demand, 85% boilerplate; noindex + remove/redirect"
bangladesh-to-china-visa-requirements-how-to-apply-2026,Bangladesh to China Visa: Requirements & How to Apply (2026),Visa Guides,2026-06-15,1470,,dup-001,,5,0.852,med,CUT,"templated doorway in dup-001 (n=284 near-dupes), med-demand, 85% boilerplate; noindex + remove/redirect"
bangladesh-to-croatia-visa-schengen-requirements-how-to-apply-2026,Bangladesh to Croatia Visa (Schengen): Requirements & How to Apply (2026),Visa Guides,2026-06-15,1456,,dup-001,,5,0.83,high,CUT,"templated doorway in dup-001 (n=284 near-dupes), high-demand, 83% boilerplate; noindex + remove/redirect"
bangladesh-to-czech-republic-visa-schengen-requirements-how-to-apply-2026,Bangladesh to the Czech Republic Visa (Schengen): Requirements & How to Apply (2026),Visa Guides,2026-06-15,1476,,dup-001,,5,0.806,high,CUT,"templated doorway in dup-001 (n=284 near-dupes), high-demand, 81% boilerplate; noindex + remove/redirect"
bangladesh-to-denmark-visa-schengen-requirements-how-to-apply-2026,Bangladesh to Denmark Visa (Schengen): Requirements & How to Apply (2026),Visa Guides,2026-06-15,1456,,dup-001,,5,0.83,high,CUT,"templated doorway in dup-001 (n=284 near-dupes), high-demand, 83% boilerplate; noindex + remove/redirect"
bangladesh-to-egypt-visa-requirements-how-to-apply-2026,Bangladesh to Egypt Visa: Requirements & How to Apply (2026),Visa Guides,2026-06-15,1459,,dup-001,,5,0.849,med,CUT,"templated doorway in dup-001 (n=284 near-dupes), med-demand, 85% boilerplate; noindex + remove/redirect"
bangladesh-to-finland-visa-schengen-requirements-how-to-apply-2026,Bangladesh to Finland Visa (Schengen): Requirements & How to Apply (2026),Visa Guides,2026-06-15,1456,,dup-001,,5,0.83,high,CUT,"templated doorway in dup-001 (n=284 near-dupes), high-demand, 83% boilerplate; noindex + remove/redirect"
bangladesh-to-france-schengen-visa-requirements-2026,Bangladesh to France Visa (Schengen): Requirements & How to Apply (2026),Visa Guides,2026-06-15,1322,,dup-023,cnb-003,8,0.022,high,MERGE,exact-target duplicate (cnb-003); redirect into canonical sibling
bangladesh-to-france-visa-schengen-requirements-how-to-apply-2026,Bangladesh to France Visa (Schengen): Requirements & How to Apply (2026),Visa Guides,2026-06-15,1432,,dup-001,cnb-003,5,0.882,high,CUT,"templated doorway in dup-001 (n=284 near-dupes), high-demand, 88% boilerplate; noindex + remove/redirect"
bangladesh-to-georgia-visa-requirements-how-to-apply-2026,Bangladesh to Georgia Visa: Requirements & How to Apply (2026),Visa Guides,2026-06-15,1391,,dup-001,,5,0.898,med,CUT,"templated doorway in dup-001 (n=284 near-dupes), med-demand, 90% boilerplate; noindex + remove/redirect"
bangladesh-to-germany-schengen-visa-requirements-2026,Bangladesh to Germany Visa (Schengen): Requirements & How to Apply (2026),Visa Guides,2026-06-15,1337,,dup-023,cnb-004,8,0.023,high,MERGE,exact-target duplicate (cnb-004); redirect into canonical sibling
bangladesh-to-germany-visa-schengen-requirements-how-to-apply-2026,Bangladesh to Germany Visa (Schengen): Requirements & How to Apply (2026),Visa Guides,2026-06-15,1432,,dup-001,cnb-004,5,0.882,high,CUT,"templated doorway in dup-001 (n=284 near-dupes), high-demand, 88% boilerplate; noindex + remove/redirect"
bangladesh-to-greece-visa-schengen-requirements-how-to-apply-2026,Bangladesh to Greece Visa (Schengen): Requirements & How to Apply (2026),Visa Guides,2026-06-15,1432,,dup-001,,5,0.882,high,CUT,"templated doorway in dup-001 (n=284 near-dupes), high-demand, 88% boilerplate; noindex + remove/redirect"
bangladesh-to-hungary-visa-schengen-requirements-how-to-apply-2026,Bangladesh to Hungary Visa (Schengen): Requirements & How to Apply (2026),Visa Guides,2026-06-15,1456,,dup-001,,5,0.83,high,CUT,"templated doorway in dup-001 (n=284 near-dupes), high-demand, 83% boilerplate; noindex + remove/redirect"
bangladesh-to-indonesia-visa-requirements-how-to-apply-2026,Bangladesh to Indonesia Visa: Requirements & How to Apply (2026),Visa Guides,2026-06-15,1456,,dup-001,,5,0.847,med,CUT,"templated doorway in dup-001 (n=284 near-dupes), med-demand, 85% boilerplate; noindex + remove/redirect"
bangladesh-to-ireland-visa-requirements-how-to-apply-2026,Bangladesh to Ireland Visa: Requirements & How to Apply (2026),Visa Guides,2026-06-15,1470,,dup-001,,5,0.848,high,CUT,"templated doorway in dup-001 (n=284 near-dupes), high-demand, 85% boilerplate; noindex + remove/redirect"
bangladesh-to-italy-visa-schengen-requirements-how-to-apply-2026,Bangladesh to Italy Visa (Schengen): Requirements & How to Apply (2026),Visa Guides,2026-06-15,1432,,dup-001,,5,0.882,high,CUT,"templated doorway in dup-001 (n=284 near-dupes), high-demand, 88% boilerplate; noindex + remove/redirect"
bangladesh-to-japan-visa-requirements-how-to-apply-2026,Bangladesh to Japan Visa: Requirements & How to Apply (2026),Visa Guides,2026-06-15,1465,,dup-001,,5,0.847,high,CUT,"templated doorway in dup-001 (n=284 near-dupes), high-demand, 85% boilerplate; noindex + remove/redirect"
bangladesh-to-kazakhstan-visa-requirements-how-to-apply-2026,Bangladesh to Kazakhstan Visa: Requirements & How to Apply (2026),Visa Guides,2026-06-15,1427,,dup-001,,5,0.826,med,CUT,"templated doorway in dup-001 (n=284 near-dupes), med-demand, 83% boilerplate; noindex + remove/redirect"
bangladesh-to-kenya-visa-requirements-how-to-apply-2026,Bangladesh to Kenya Visa: Requirements & How to Apply (2026),Visa Guides,2026-06-15,1434,,dup-001,,5,0.829,med,CUT,"templated doorway in dup-001 (n=284 near-dupes), med-demand, 83% boilerplate; noindex + remove/redirect"
bangladesh-to-kuwait-visa-requirements-how-to-apply-2026,Bangladesh to Kuwait Visa: Requirements & How to Apply (2026),Visa Guides,2026-06-15,1395,,dup-001,,5,0.894,med,CUT,"templated doorway in dup-001 (n=284 near-dupes), med-demand, 89% boilerplate; noindex + remove/redirect"
bangladesh-to-malaysia-visa-requirements-2026,Bangladesh to Malaysia Visa: Requirements & How to Apply (2026),Visa Guides,2026-06-15,1365,,,cnb-005,8,0.013,high,MERGE,exact-target duplicate (cnb-005); redirect into canonical sibling
bangladesh-to-malaysia-visa-requirements-how-to-apply-2026,Bangladesh to Malaysia Visa: Requirements & How to Apply (2026),Visa Guides,2026-06-15,1403,,dup-001,cnb-005,5,0.894,high,CUT,"templated doorway in dup-001 (n=284 near-dupes), high-demand, 89% boilerplate; noindex + remove/redirect"
bangladesh-to-maldives-visa-requirements-how-to-apply-2026,Bangladesh to Maldives Visa: Requirements & How to Apply (2026),Visa Guides,2026-06-15,1458,,dup-001,,5,0.849,med,CUT,"templated doorway in dup-001 (n=284 near-dupes), med-demand, 85% boilerplate; noindex + remove/redirect"
bangladesh-to-mexico-visa-requirements-how-to-apply-2026,Bangladesh to Mexico Visa: Requirements & How to Apply (2026),Visa Guides,2026-06-15,1478,,dup-001,,5,0.808,med,CUT,"templated doorway in dup-001 (n=284 near-dupes), med-demand, 81% boilerplate; noindex + remove/redirect"
bangladesh-to-morocco-visa-requirements-how-to-apply-2026,Bangladesh to Morocco Visa: Requirements & How to Apply (2026),Visa Guides,2026-06-15,1445,,dup-001,,5,0.815,med,CUT,"templated doorway in dup-001 (n=284 near-dupes), med-demand, 82% boilerplate; noindex + remove/redirect"
bangladesh-to-netherlands-visa-schengen-requirements-how-to-apply-2026,Bangladesh to Netherlands Visa (Schengen): Requirements & How to Apply (2026),Visa Guides,2026-06-15,1432,,dup-001,,5,0.882,high,CUT,"templated doorway in dup-001 (n=284 near-dupes), high-demand, 88% boilerplate; noindex + remove/redirect"
bangladesh-to-new-zealand-visa-requirements-how-to-apply-2026,Bangladesh to New Zealand Visa: Requirements & How to Apply (2026),Visa Guides,2026-06-15,1404,,dup-001,,5,0.878,med,CUT,"templated doorway in dup-001 (n=284 near-dupes), med-demand, 88% boilerplate; noindex + remove/redirect"
bangladesh-to-norway-visa-schengen-requirements-how-to-apply-2026,Bangladesh to Norway Visa (Schengen): Requirements & How to Apply (2026),Visa Guides,2026-06-15,1456,,dup-001,,5,0.83,high,CUT,"templated doorway in dup-001 (n=284 near-dupes), high-demand, 83% boilerplate; noindex + remove/redirect"
bangladesh-to-oman-visa-requirements-how-to-apply-2026,Bangladesh to Oman Visa: Requirements & How to Apply (2026),Visa Guides,2026-06-15,1469,,dup-001,,5,0.847,med,CUT,"templated doorway in dup-001 (n=284 near-dupes), med-demand, 85% boilerplate; noindex + remove/redirect"
bangladesh-to-poland-visa-schengen-requirements-how-to-apply-2026,Bangladesh to Poland Visa (Schengen): Requirements & How to Apply (2026),Visa Guides,2026-06-15,1456,,dup-001,,5,0.83,high,CUT,"templated doorway in dup-001 (n=284 near-dupes), high-demand, 83% boilerplate; noindex + remove/redirect"
bangladesh-to-portugal-visa-schengen-requirements-how-to-apply-2026,Bangladesh to Portugal Visa (Schengen): Requirements & How to Apply (2026),Visa Guides,2026-06-15,1432,,dup-001,,5,0.882,high,CUT,"templated doorway in dup-001 (n=284 near-dupes), high-demand, 88% boilerplate; noindex + remove/redirect"
