slug,audit_label,gsc_impressions,final_action,redirect_target
united-states-vs-canada-visa-for-philippines-which-is-easier-to-get-2026,MERGE,2,LIVE,
us-b1-b2-visa-interview-questions-2026,KEEP,1,LIVE,
us-f1-student-visa-interview-questions-2026,KEEP,0,LIVE,
us-f1-student-visa-interview-questions-pakistan-2026,MERGE,0,LIVE,
us-student-visa-f1-pakistan-2026,MERGE,0,LIVE,
us-vs-uk-indian-students-2026,KEEP,0,LIVE,
usa-student-visa-f1-complete-guide-2026,KEEP,15,LIVE,
vfs-global-appointment-guide,DEEPEN,31,LIVE_DEEPEN_QUEUE,
vietnam-travel-guide-2026-visa-budget-best-time-to-visit-itinerary,CUT,0,NOINDEX,
vietnam-visa-processing-time-from-india-how-long-it-really-takes-2026,CUT,0,NOINDEX,
vietnam-visa-processing-time-from-pakistan-how-long-it-really-takes-2026,CUT,0,NOINDEX,
vietnam-visa-rule-changes-in-2026-what-travelers-need-to-know,CUT,0,NOINDEX,
visa-free-countries-best-beaches,DEEPEN,20,LIVE_DEEPEN_QUEUE,
visa-interview-tips-how-to-prepare-2026,DEEPEN,0,LIVE_DEEPEN_QUEUE,
visa-on-arrival-countries-indian-passport-2026,DEEPEN,5,LIVE_DEEPEN_QUEUE,
visa-photo-requirements-2026,DEEPEN,1,LIVE_DEEPEN_QUEUE,
visa-photo-specs-sample-for-visa-format-sample-common-mistakes,CUT,1,NOINDEX,
visa-sponsorship-affidavit-of-support,DEEPEN,1,LIVE_DEEPEN_QUEUE,
visit-visa-vs-family-visa-key-differences-explained-2026,CUT,2,NOINDEX,
why-australia-visas-get-refused-top-reasons-how-to-avoid-them-2026,DEEPEN,0,LIVE_DEEPEN_QUEUE,
why-australia-visas-refused-indians-2026,KEEP,0,LIVE,
why-canada-visas-get-refused-top-reasons-how-to-avoid-them-2026,DEEPEN,0,LIVE_DEEPEN_QUEUE,
why-canada-visas-refused-indians-2026,KEEP,2,LIVE,
why-canada-visas-refused-pakistanis-2026,MERGE,0,LIVE,
why-france-visas-get-refused-top-reasons-how-to-avoid-them-2026,DEEPEN,0,LIVE_DEEPEN_QUEUE,
why-germany-visas-get-refused-top-reasons-how-to-avoid-them-2026,DEEPEN,0,LIVE_DEEPEN_QUEUE,
why-ireland-visas-get-refused-top-reasons-how-to-avoid-them-2026,DEEPEN,0,LIVE_DEEPEN_QUEUE,
why-italy-visas-get-refused-top-reasons-how-to-avoid-them-2026,DEEPEN,1,LIVE_DEEPEN_QUEUE,
why-japan-visas-get-refused-top-reasons-how-to-avoid-them-2026,DEEPEN,0,LIVE_DEEPEN_QUEUE,
why-malaysia-visas-get-refused-top-reasons-how-to-avoid-them-2026,DEEPEN,0,LIVE_DEEPEN_QUEUE,
why-netherlands-visas-get-refused-top-reasons-how-to-avoid-them-2026,DEEPEN,0,LIVE_DEEPEN_QUEUE,
why-new-zealand-visas-get-refused-top-reasons-how-to-avoid-them-2026,CUT,0,NOINDEX,
why-qatar-visas-get-refused-top-reasons-how-to-avoid-them-2026,DEEPEN,0,LIVE_DEEPEN_QUEUE,
why-saudi-arabia-visas-get-refused-top-reasons-how-to-avoid-them-2026,DEEPEN,1,LIVE_DEEPEN_QUEUE,
why-schengen-area-visas-get-refused-top-reasons-how-to-avoid-them-2026,DEEPEN,1,LIVE_DEEPEN_QUEUE,
why-schengen-visas-refused-indians-2026,KEEP,0,LIVE,
why-schengen-visas-refused-pakistanis-2026,KEEP,0,LIVE,
why-singapore-visas-get-refused-top-reasons-how-to-avoid-them-2026,DEEPEN,0,LIVE_DEEPEN_QUEUE,
why-south-korea-visas-get-refused-top-reasons-how-to-avoid-them-2026,CUT,3,LIVE_DEEPEN_QUEUE,
why-spain-visas-get-refused-top-reasons-how-to-avoid-them-2026,DEEPEN,1,LIVE_DEEPEN_QUEUE,
why-turkey-visas-get-refused-top-reasons-how-to-avoid-them-2026,DEEPEN,0,LIVE_DEEPEN_QUEUE,
why-uae-visas-refused-indians-2026,KEEP,3,LIVE,
why-uk-visas-refused-indians-2026,MERGE,1,LIVE,
why-uk-visas-refused-pakistanis-2026,MERGE,0,LIVE,
why-united-arab-emirates-visas-get-refused-top-reasons-how-to-avoid-them-2026,DEEPEN,0,LIVE_DEEPEN_QUEUE,
why-united-kingdom-visas-get-refused-top-reasons-how-to-avoid-them-2026,DEEPEN,0,LIVE_DEEPEN_QUEUE,
why-united-states-visas-get-refused-top-reasons-how-to-avoid-them-2026,DEEPEN,0,LIVE_DEEPEN_QUEUE,
why-us-visas-refused-indians-2026,KEEP,0,LIVE,
why-us-visas-refused-pakistanis-2026,KEEP,0,LIVE,
work-visa-vs-work-permit-key-differences-explained-2026,DEEPEN,0,LIVE_DEEPEN_QUEUE,
